,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,state,property_valuation,age,bike_purchases
364,Male,81,Financial Services,Mass Customer,Yes,8.0,VIC,10,28.0,6
365,Male,13,Manufacturing,Mass Customer,Yes,7.0,NSW,9,44.0,4
366,Female,60,Financial Services,Mass Customer,Yes,19.0,VIC,7,53.0,3
367,Male,65,Argiculture,Mass Customer,No,1.0,NSW,5,21.0,12
368,Female,98,Retail,Mass Customer,No,17.0,NSW,9,46.0,7
369,Male,2,Manufacturing,High Net Worth,Yes,4.0,VIC,7,40.0,2
370,Female,66,Property,Mass Customer,No,17.0,QLD,1,64.0,8
371,Female,99,N/A,Affluent Customer,No,1.0,NSW,12,23.0,8
372,Male,68,Health,Mass Customer,Yes,7.0,NSW,5,35.0,7
373,Male,37,N/A,Affluent Customer,No,14.0,QLD,8,42.0,3
374,Female,70,Financial Services,Affluent Customer,No,17.0,VIC,7,44.0,5
375,Male,69,Health,High Net Worth,No,9.0,NSW,9,53.0,9
376,Female,63,Argiculture,Mass Customer,No,5.0,NSW,8,29.0,5
377,Male,34,Financial Services,Mass Customer,No,22.0,NSW,10,43.0,3
378,Female,53,Financial Services,Mass Customer,Yes,11.0,VIC,8,54.0,3
379,Female,97,Entertainment,Affluent Customer,Yes,17.0,NSW,9,45.0,6
380,Male,83,Health,Affluent Customer,No,3.0,NSW,10,22.0,6
381,Male,80,Argiculture,Mass Customer,No,16.0,NSW,2,50.0,4
382,Male,38,Property,Mass Customer,No,13.0,VIC,8,42.0,7
383,Male,35,Manufacturing,Mass Customer,Yes,9.0,NSW,10,65.0,2
384,Female,70,Health,High Net Worth,Yes,16.0,NSW,5,43.0,8
385,Male,28,Retail,High Net Worth,Yes,9.0,VIC,7,43.0,7
386,Female,98,Telecommunications,High Net Worth,Yes,16.0,NSW,11,53.0,6
387,Female,86,Financial Services,Affluent Customer,Yes,5.0,QLD,7,39.0,5
388,Female,20,Retail,Affluent Customer,No,11.0,VIC,12,51.0,7
389,Male,26,Manufacturing,Affluent Customer,Yes,16.0,QLD,3,44.0,6
390,Female,86,Financial Services,Mass Customer,No,5.0,VIC,11,58.0,5
391,Female,56,Retail,Mass Customer,No,15.0,NSW,5,33.0,7
392,Male,9,Retail,Affluent Customer,No,22.0,NSW,1,43.0,6
393,Female,40,N/A,Mass Customer,Yes,17.0,VIC,3,44.0,6
394,Male,92,Financial Services,Affluent Customer,Yes,4.0,NSW,4,24.0,9
395,Female,19,Manufacturing,High Net Worth,Yes,14.0,NSW,8,48.0,6
396,Female,58,Financial Services,High Net Worth,No,12.0,NSW,1,33.0,6
397,Female,82,N/A,High Net Worth,Yes,15.0,NSW,8,41.0,9
398,Male,79,Financial Services,Affluent Customer,No,11.0,VIC,10,29.0,5
399,Female,84,Health,Mass Customer,Yes,13.0,NSW,9,42.0,4
400,Female,14,N/A,Mass Customer,Yes,11.0,NSW,8,30.0,7
401,Female,84,Financial Services,High Net Worth,No,12.0,NSW,8,43.0,5
402,Female,65,IT,High Net Worth,No,19.0,QLD,3,60.0,3
403,Male,79,N/A,High Net Worth,Yes,19.0,NSW,9,62.0,5
404,Male,12,Health,High Net Worth,No,10.0,NSW,8,44.0,6
405,Female,20,Financial Services,Affluent Customer,Yes,18.0,NSW,9,65.0,2
406,Female,14,N/A,Mass Customer,Yes,1.0,QLD,4,23.0,5
407,Female,37,Argiculture,Mass Customer,No,15.0,VIC,8,49.0,7
408,Female,56,N/A,Mass Customer,No,6.0,NSW,1,61.0,6
409,Female,34,Manufacturing,Affluent Customer,No,17.0,QLD,8,39.0,7
410,Male,93,Entertainment,High Net Worth,No,7.0,VIC,7,62.0,10
411,Female,26,Retail,Mass Customer,Yes,2.0,NSW,3,21.0,6
412,Male,78,Manufacturing,Affluent Customer,No,1.0,NSW,11,18.0,4
413,Male,43,N/A,Mass Customer,No,9.0,QLD,2,63.0,5
414,Male,77,Health,High Net Worth,No,9.0,VIC,11,42.0,7
415,Female,60,Retail,Mass Customer,Yes,20.0,NSW,3,66.0,7
416,Female,10,Manufacturing,Affluent Customer,No,8.0,VIC,8,48.0,9
417,Male,77,Entertainment,Mass Customer,Yes,2.0,NSW,11,23.0,4
418,Female,0,Health,High Net Worth,Yes,14.0,NSW,10,43.0,8
419,Female,7,IT,High Net Worth,Yes,21.0,NSW,3,42.0,8
420,Female,46,Financial Services,High Net Worth,Yes,11.0,QLD,7,47.0,6
421,Male,8,Health,Affluent Customer,Yes,18.0,QLD,7,64.0,1
422,Male,83,Manufacturing,Affluent Customer,Yes,10.0,NSW,10,30.0,8
423,Male,94,Property,Affluent Customer,No,15.0,VIC,2,56.0,9
424,Male,93,Financial Services,Mass Customer,Yes,19.0,NSW,10,24.0,2
425,Male,5,Telecommunications,Mass Customer,No,1.0,NSW,12,20.0,4
426,Male,75,IT,Mass Customer,No,18.0,NSW,10,62.0,3
427,Male,24,Manufacturing,Affluent Customer,Yes,17.0,VIC,7,44.0,6
428,Male,25,Property,High Net Worth,Yes,13.0,VIC,4,31.0,8
429,Female,26,N/A,Affluent Customer,No,10.0,VIC,8,46.0,6
430,Female,46,Telecommunications,Mass Customer,No,10.0,NSW,6,42.0,8
431,Female,74,IT,Mass Customer,No,11.0,NSW,8,46.0,3
432,Male,2,Financial Services,Mass Customer,No,1.0,QLD,6,18.0,7
433,Female,21,Argiculture,High Net Worth,Yes,10.0,QLD,7,48.0,6
434,Female,32,Manufacturing,Mass Customer,Yes,8.0,NSW,6,53.0,7
435,Male,91,Financial Services,Mass Customer,No,5.0,VIC,5,35.0,11
436,Female,73,IT,Affluent Customer,Yes,4.0,NSW,9,42.0,8
437,Female,98,Argiculture,Mass Customer,Yes,1.0,NSW,10,18.0,6
438,Female,34,IT,High Net Worth,No,3.0,NSW,10,25.0,4
439,Female,74,Manufacturing,High Net Worth,Yes,6.0,NSW,7,45.0,6
440,Female,5,Entertainment,Mass Customer,Yes,18.0,NSW,10,45.0,4
441,Female,22,Property,Mass Customer,Yes,5.0,VIC,8,61.0,5
442,Male,97,Manufacturing,Mass Customer,Yes,5.0,NSW,10,28.0,3
443,Male,47,Manufacturing,Affluent Customer,Yes,17.0,NSW,7,44.0,5
444,Female,70,Financial Services,High Net Worth,Yes,17.0,NSW,9,39.0,5
445,Male,57,Manufacturing,Affluent Customer,Yes,18.0,VIC,8,51.0,5
446,Female,88,Manufacturing,Mass Customer,Yes,13.0,QLD,5,34.0,5
447,Female,0,Manufacturing,Affluent Customer,Yes,16.0,VIC,2,34.0,4
448,Female,19,Health,Mass Customer,Yes,14.0,NSW,10,40.0,8
449,Female,32,Manufacturing,Affluent Customer,Yes,5.0,NSW,6,60.0,6
450,Female,9,Financial Services,Mass Customer,Yes,20.0,NSW,7,58.0,7
451,Female,32,N/A,Mass Customer,Yes,10.0,VIC,11,62.0,6
452,Female,54,Financial Services,Affluent Customer,Yes,14.0,NSW,5,44.0,6
453,Male,84,Manufacturing,Affluent Customer,Yes,2.0,NSW,9,29.0,7
454,Male,51,Property,Affluent Customer,No,15.0,NSW,9,66.0,6
455,Female,11,Property,High Net Worth,Yes,8.0,VIC,9,46.0,6
456,Male,91,Financial Services,High Net Worth,Yes,3.0,NSW,12,24.0,10
457,Male,22,Retail,Mass Customer,No,1.0,NSW,11,18.0,7
458,Female,82,Financial Services,Affluent Customer,No,14.0,VIC,8,64.0,6
459,Female,38,Financial Services,Mass Customer,Yes,8.0,NSW,9,29.0,5
460,Male,2,Health,Mass Customer,Yes,20.0,VIC,9,43.0,9
461,Female,86,Entertainment,Affluent Customer,No,18.0,NSW,9,37.0,2
462,Male,0,Manufacturing,Affluent Customer,No,1.0,VIC,10,23.0,7
463,Male,65,N/A,Mass Customer,No,14.0,QLD,8,31.0,4
464,Female,32,Financial Services,High Net Worth,Yes,13.0,NSW,9,59.0,5
465,Female,65,N/A,Affluent Customer,Yes,5.0,NSW,8,59.0,9
466,Female,11,IT,Mass Customer,Yes,4.0,NSW,4,26.0,9
467,Female,68,Argiculture,Mass Customer,No,8.0,NSW,9,30.0,2
468,Male,33,Health,Mass Customer,No,20.0,NSW,9,57.0,10
469,Male,35,Retail,Affluent Customer,No,9.0,VIC,9,47.0,7
470,Male,64,Manufacturing,Mass Customer,No,22.0,NSW,9,46.0,5
471,Female,23,Manufacturing,High Net Worth,No,20.0,NSW,3,45.0,6
472,Female,0,Manufacturing,Affluent Customer,Yes,15.0,VIC,7,64.0,5
473,Female,70,Health,Mass Customer,No,10.0,VIC,9,40.0,2
474,Female,24,Property,Mass Customer,Yes,10.0,VIC,2,40.0,7
475,Female,18,Retail,Mass Customer,Yes,4.0,VIC,4,49.0,5
476,Female,44,Argiculture,Mass Customer,No,6.0,VIC,11,28.0,9
477,Male,45,Property,Affluent Customer,Yes,19.0,VIC,10,44.0,7
478,Male,54,Financial Services,Mass Customer,No,21.0,VIC,9,44.0,4
479,Female,83,Manufacturing,Mass Customer,Yes,5.0,QLD,10,59.0,3
480,Male,33,Manufacturing,Mass Customer,No,9.0,NSW,10,45.0,3
481,Male,91,Financial Services,Mass Customer,Yes,6.0,VIC,9,61.0,6
482,Female,25,Financial Services,Affluent Customer,Yes,11.0,NSW,9,44.0,4
483,Female,96,Property,Mass Customer,Yes,11.0,VIC,9,46.0,4
484,Female,58,Manufacturing,High Net Worth,Yes,10.0,NSW,3,42.0,7
485,Male,39,Financial Services,Affluent Customer,No,19.0,VIC,7,59.0,11
486,Male,19,Retail,Affluent Customer,Yes,10.0,VIC,7,28.0,8
487,Female,94,N/A,High Net Worth,No,19.0,VIC,8,43.0,4
488,Female,39,Manufacturing,Mass Customer,No,18.0,QLD,3,49.0,5
489,Male,87,Health,Affluent Customer,Yes,10.0,NSW,10,31.0,3
490,Male,93,Manufacturing,High Net Worth,Yes,7.0,VIC,7,25.0,8
491,Female,40,N/A,High Net Worth,Yes,10.0,NSW,9,53.0,5
492,Female,43,Retail,Mass Customer,No,21.0,VIC,10,35.0,10
493,Female,98,Health,Mass Customer,No,7.0,NSW,8,49.0,7
494,Female,94,Property,Mass Customer,Yes,11.0,NSW,9,49.0,6
495,Male,64,Financial Services,Affluent Customer,Yes,21.0,QLD,6,41.0,6
496,Female,61,N/A,Mass Customer,No,2.0,NSW,8,28.0,2
497,Female,92,Health,High Net Worth,No,10.0,NSW,3,37.0,5
498,Male,76,Financial Services,Mass Customer,No,6.0,VIC,8,65.0,4
499,Male,9,Financial Services,Mass Customer,Yes,4.0,VIC,10,24.0,5
500,Female,55,IT,High Net Worth,No,8.0,NSW,12,31.0,9
501,Male,23,Financial Services,Mass Customer,No,20.0,NSW,8,62.0,10
502,Female,73,Property,Mass Customer,Yes,3.0,NSW,11,35.0,6
503,Male,60,Retail,Mass Customer,Yes,10.0,QLD,8,29.0,3
504,Male,83,N/A,Mass Customer,Yes,1.0,VIC,12,20.0,4
505,Female,66,Financial Services,Affluent Customer,Yes,15.0,NSW,9,56.0,5
506,Female,29,Health,High Net Worth,No,16.0,NSW,8,41.0,2
507,Female,64,N/A,Affluent Customer,Yes,16.0,QLD,9,43.0,4
508,Female,44,Financial Services,Affluent Customer,Yes,16.0,NSW,10,45.0,6
509,Female,16,Retail,Mass Customer,No,11.0,VIC,5,58.0,7
510,Male,64,Manufacturing,Mass Customer,Yes,9.0,VIC,2,40.0,8
511,Female,81,Financial Services,Mass Customer,Yes,9.0,NSW,8,29.0,2
512,Female,10,Health,Mass Customer,No,4.0,NSW,10,41.0,7
513,Male,18,Retail,Affluent Customer,Yes,10.0,NSW,9,31.0,6
514,Male,2,Manufacturing,Mass Customer,No,15.0,VIC,10,45.0,3
515,Female,94,Financial Services,High Net Worth,No,1.0,NSW,7,27.0,5
516,Female,25,Financial Services,Affluent Customer,No,19.0,QLD,5,59.0,6
517,Male,40,Retail,Mass Customer,No,11.0,NSW,7,38.0,6
518,Female,2,N/A,Mass Customer,No,12.0,NSW,11,66.0,8
519,Female,67,N/A,Affluent Customer,No,3.0,VIC,12,27.0,2
520,Female,64,Manufacturing,Affluent Customer,No,16.0,NSW,7,61.0,4
521,Female,16,Entertainment,High Net Worth,No,7.0,NSW,10,31.0,3
522,Female,33,Manufacturing,Mass Customer,Yes,5.0,QLD,7,63.0,7
523,Male,53,Health,High Net Worth,No,15.0,VIC,9,45.0,8
524,Female,80,Manufacturing,Mass Customer,No,1.0,NSW,9,19.0,6
525,Female,23,Manufacturing,Affluent Customer,Yes,13.0,VIC,10,54.0,5
526,Female,78,Manufacturing,Mass Customer,No,18.0,NSW,6,53.0,6
527,Male,9,Retail,Affluent Customer,Yes,17.0,NSW,4,47.0,5
528,Male,51,Manufacturing,High Net Worth,Yes,5.0,NSW,10,29.0,4
529,Female,43,Health,Mass Customer,Yes,18.0,NSW,8,42.0,6
530,Female,80,Health,Mass Customer,Yes,12.0,NSW,2,39.0,5
531,Female,22,Health,Mass Customer,No,5.0,NSW,9,24.0,6
532,Male,84,Retail,Mass Customer,Yes,2.0,NSW,1,35.0,8
533,Female,16,Retail,Mass Customer,No,15.0,VIC,6,44.0,5
534,Female,8,Financial Services,High Net Worth,No,9.0,VIC,7,33.0,4
535,Male,66,Manufacturing,High Net Worth,Yes,20.0,NSW,9,42.0,4
536,Female,62,Argiculture,Affluent Customer,Yes,7.0,NSW,7,41.0,6
537,Female,33,Health,Mass Customer,Yes,7.0,NSW,9,65.0,3
538,Male,99,Property,Mass Customer,No,4.0,VIC,4,49.0,4
539,Female,69,N/A,Mass Customer,No,11.0,NSW,8,63.0,5
540,Female,67,Manufacturing,Affluent Customer,Yes,18.0,QLD,2,59.0,2
541,Female,96,N/A,Mass Customer,No,8.0,VIC,7,47.0,7
542,Female,39,Retail,High Net Worth,Yes,16.0,NSW,10,32.0,4
543,Female,1,Health,Affluent Customer,No,8.0,VIC,1,66.0,6
544,Female,99,N/A,Mass Customer,No,12.0,NSW,8,43.0,6
545,Female,88,N/A,Mass Customer,No,17.0,QLD,3,50.0,5
546,Male,25,IT,Mass Customer,Yes,19.0,QLD,5,45.0,7
547,Female,7,Retail,High Net Worth,No,7.0,NSW,9,36.0,6
548,Male,30,Manufacturing,Mass Customer,Yes,16.0,NSW,8,60.0,10
549,Female,66,Financial Services,High Net Worth,Yes,9.0,NSW,12,41.0,3
550,Male,73,Financial Services,Affluent Customer,No,16.0,NSW,11,55.0,4
551,Male,32,Manufacturing,Mass Customer,No,13.0,QLD,8,62.0,7
552,Male,30,IT,Mass Customer,No,10.0,NSW,2,44.0,4
553,Male,14,Financial Services,Mass Customer,Yes,15.0,NSW,10,42.0,6
554,Female,30,Entertainment,Mass Customer,No,6.0,VIC,10,62.0,3
555,Male,0,Health,High Net Worth,Yes,5.0,VIC,10,53.0,6
556,Male,39,N/A,Mass Customer,No,2.0,VIC,8,26.0,2
557,Male,95,Financial Services,Mass Customer,No,20.0,NSW,12,30.0,4
558,Male,64,Financial Services,High Net Worth,Yes,11.0,NSW,11,64.0,2
559,Male,98,Retail,Mass Customer,Yes,7.0,NSW,10,43.0,6
560,Female,41,Property,Mass Customer,Yes,19.0,VIC,8,64.0,11
561,Female,72,N/A,High Net Worth,Yes,3.0,VIC,10,25.0,7
562,Female,89,Health,Mass Customer,No,12.0,NSW,10,46.0,9
563,Male,83,Financial Services,Mass Customer,Yes,14.0,NSW,7,44.0,5
564,Female,32,Financial Services,Mass Customer,Yes,16.0,NSW,9,51.0,4
565,Male,97,Health,Mass Customer,No,4.0,NSW,7,34.0,4
566,Female,10,Manufacturing,Affluent Customer,Yes,19.0,NSW,10,24.0,4
567,Female,66,Health,Mass Customer,Yes,10.0,QLD,4,42.0,7
568,Female,63,Manufacturing,Mass Customer,No,4.0,NSW,9,21.0,3
569,Male,43,Health,Mass Customer,Yes,19.0,VIC,8,54.0,6
570,Male,15,Entertainment,Mass Customer,No,11.0,NSW,1,56.0,5
571,Male,76,Financial Services,Mass Customer,Yes,1.0,NSW,11,24.0,3
572,Female,85,Health,Mass Customer,Yes,11.0,NSW,11,32.0,12
573,Male,16,Entertainment,Affluent Customer,No,16.0,NSW,11,45.0,2
574,Male,73,Manufacturing,Mass Customer,No,2.0,QLD,8,27.0,4
575,Male,64,N/A,Mass Customer,No,4.0,NSW,4,36.0,6
576,Male,74,N/A,Mass Customer,No,13.0,NSW,9,40.0,9
577,Male,72,Financial Services,Mass Customer,No,22.0,QLD,4,47.0,3
578,Female,9,Property,Affluent Customer,No,13.0,QLD,2,51.0,3
579,Female,6,Manufacturing,Mass Customer,No,6.0,VIC,7,65.0,5
580,Male,25,Financial Services,High Net Worth,No,12.0,NSW,12,53.0,7
581,Male,65,Argiculture,Mass Customer,Yes,8.0,NSW,8,46.0,3
582,Male,56,Retail,High Net Worth,Yes,4.0,NSW,11,27.0,5
583,Female,0,N/A,High Net Worth,Yes,9.0,QLD,3,28.0,5
584,Female,28,Financial Services,Affluent Customer,No,11.0,QLD,5,33.0,7
585,Female,72,IT,Affluent Customer,No,3.0,NSW,8,22.0,6
586,Male,13,Manufacturing,Mass Customer,Yes,5.0,NSW,8,48.0,8
587,Female,62,Manufacturing,Mass Customer,Yes,2.0,NSW,8,31.0,6
588,Female,55,Health,Mass Customer,No,15.0,NSW,11,44.0,10
589,Female,55,Retail,High Net Worth,Yes,12.0,QLD,6,40.0,8
590,Female,32,Health,Mass Customer,No,1.0,NSW,9,19.0,4
591,Male,45,Financial Services,Mass Customer,Yes,15.0,NSW,6,62.0,9
592,Male,58,Manufacturing,Mass Customer,Yes,16.0,QLD,8,33.0,8
593,Male,50,Health,Mass Customer,No,14.0,NSW,11,58.0,5
594,Female,4,Property,High Net Worth,No,17.0,NSW,9,30.0,6
595,Female,45,Manufacturing,Mass Customer,Yes,11.0,NSW,11,24.0,9
596,Female,93,Property,Mass Customer,No,19.0,QLD,9,64.0,4
597,Female,36,Health,High Net Worth,No,6.0,NSW,4,25.0,4
598,Female,81,Property,Mass Customer,No,15.0,QLD,7,60.0,4
599,Male,17,Manufacturing,Affluent Customer,Yes,18.0,VIC,7,58.0,2
600,Male,39,Property,Mass Customer,No,20.0,NSW,9,43.0,7
601,Female,54,Financial Services,Mass Customer,Yes,5.0,QLD,3,47.0,8
602,Male,78,N/A,High Net Worth,No,14.0,NSW,7,55.0,9
603,Male,18,Financial Services,Mass Customer,No,17.0,QLD,3,51.0,3
604,Male,52,Property,High Net Worth,No,4.0,QLD,3,32.0,3
605,Male,44,Manufacturing,Mass Customer,Yes,13.0,NSW,8,44.0,3
606,Female,33,Entertainment,High Net Worth,Yes,7.0,QLD,7,45.0,6
607,Male,12,Manufacturing,Mass Customer,No,2.0,QLD,7,27.0,9
608,Female,24,N/A,High Net Worth,No,10.0,QLD,5,49.0,5
609,Female,14,Financial Services,Mass Customer,No,13.0,QLD,4,38.0,5
610,Male,29,Manufacturing,High Net Worth,No,6.0,QLD,1,59.0,8
611,Male,90,Property,Affluent Customer,Yes,17.0,NSW,10,34.0,7
612,Female,33,Health,Affluent Customer,No,17.0,VIC,8,53.0,6
613,Male,67,Health,Mass Customer,No,1.0,VIC,8,22.0,3
614,Male,51,N/A,High Net Worth,Yes,11.0,QLD,8,34.0,7
615,Female,35,Manufacturing,Mass Customer,No,15.0,NSW,3,42.0,8
616,Female,78,N/A,Mass Customer,Yes,9.0,NSW,8,43.0,6
617,Female,42,N/A,Mass Customer,No,19.0,NSW,9,49.0,7
618,Female,60,Health,High Net Worth,No,13.0,NSW,8,43.0,13
619,Male,19,Manufacturing,High Net Worth,No,13.0,VIC,6,53.0,8
620,Male,51,Manufacturing,Mass Customer,No,16.0,NSW,7,46.0,6
621,Male,12,Entertainment,High Net Worth,Yes,10.0,NSW,9,45.0,8
622,Male,86,Manufacturing,Affluent Customer,No,3.0,VIC,6,45.0,4
623,Male,9,Property,Mass Customer,No,12.0,QLD,8,47.0,7
624,Female,48,Entertainment,Mass Customer,Yes,10.0,VIC,4,37.0,4
625,Male,59,Health,Affluent Customer,No,2.0,NSW,1,20.0,3
626,Male,50,N/A,High Net Worth,No,11.0,VIC,10,49.0,7
627,Female,3,Manufacturing,Affluent Customer,No,13.0,VIC,2,47.0,4
628,Male,61,Retail,Mass Customer,Yes,10.0,VIC,9,63.0,9
629,Male,86,Financial Services,Mass Customer,Yes,9.0,QLD,7,42.0,7
630,Female,23,Financial Services,Mass Customer,Yes,10.0,NSW,8,45.0,5
631,Male,81,Health,Mass Customer,No,13.0,NSW,7,42.0,6
632,Female,76,Health,Affluent Customer,No,13.0,NSW,12,46.0,3
633,Female,62,Financial Services,High Net Worth,Yes,1.0,VIC,3,23.0,9
634,Male,68,Financial Services,Affluent Customer,Yes,19.0,NSW,4,52.0,5
635,Female,2,Manufacturing,Affluent Customer,No,5.0,NSW,8,27.0,4
636,Male,64,Manufacturing,Affluent Customer,Yes,19.0,VIC,8,45.0,6
637,Female,80,Manufacturing,High Net Worth,Yes,8.0,VIC,5,41.0,8
638,Male,66,Manufacturing,Affluent Customer,No,10.0,QLD,7,27.0,6
639,Male,38,Manufacturing,Affluent Customer,Yes,8.0,VIC,9,76.0,5
640,Female,44,Financial Services,Affluent Customer,Yes,15.0,NSW,12,40.0,3
641,Female,82,Manufacturing,High Net Worth,No,6.0,NSW,10,25.0,4
642,Female,35,IT,High Net Worth,No,14.0,NSW,7,32.0,6
643,Female,41,Manufacturing,Mass Customer,Yes,5.0,VIC,9,53.0,7
644,Male,27,Property,Affluent Customer,Yes,3.0,NSW,9,23.0,4
645,Male,38,Health,High Net Worth,No,4.0,QLD,5,25.0,5
646,Male,82,N/A,Mass Customer,No,5.0,QLD,10,23.0,8
647,Female,82,Health,High Net Worth,Yes,15.0,VIC,8,36.0,5
648,Female,62,Manufacturing,High Net Worth,Yes,3.0,NSW,12,26.0,5
649,Female,61,Health,Mass Customer,No,7.0,NSW,9,54.0,7
650,Female,73,N/A,Mass Customer,No,3.0,QLD,7,39.0,11
651,Female,75,Retail,Affluent Customer,No,8.0,QLD,2,27.0,4
652,Male,49,Argiculture,Mass Customer,No,5.0,NSW,10,36.0,6
653,Male,53,Retail,High Net Worth,No,12.0,NSW,1,43.0,3
654,Male,35,Health,Mass Customer,Yes,4.0,NSW,7,45.0,5
655,Female,61,N/A,Mass Customer,No,5.0,VIC,7,66.0,6
656,Female,37,Financial Services,Mass Customer,Yes,17.0,NSW,12,43.0,3
657,Male,51,N/A,High Net Worth,Yes,14.0,NSW,8,52.0,6
658,Male,59,Financial Services,Mass Customer,No,5.0,NSW,10,23.0,5
659,Female,57,IT,High Net Worth,No,2.0,QLD,7,25.0,4
660,Female,29,Health,Mass Customer,No,12.0,NSW,9,45.0,10
661,Female,55,Manufacturing,Mass Customer,Yes,17.0,NSW,9,41.0,6
662,Male,53,Health,Affluent Customer,Yes,7.0,NSW,8,49.0,7
663,Male,60,Manufacturing,Mass Customer,Yes,10.0,NSW,7,58.0,5
664,Male,88,Financial Services,Mass Customer,No,14.0,NSW,9,33.0,8
665,Female,60,Argiculture,High Net Worth,Yes,5.0,NSW,9,66.0,5
666,Male,25,Retail,High Net Worth,Yes,5.0,NSW,12,61.0,6
667,Male,90,Health,High Net Worth,No,9.0,VIC,8,51.0,4
668,Male,91,Entertainment,High Net Worth,Yes,16.0,VIC,10,54.0,3
669,Male,95,N/A,Affluent Customer,Yes,17.0,QLD,7,33.0,6
670,Male,29,Financial Services,Affluent Customer,Yes,5.0,NSW,7,66.0,8
671,Male,42,Property,Mass Customer,No,7.0,NSW,9,32.0,9
672,Female,46,Financial Services,Affluent Customer,Yes,19.0,QLD,4,49.0,5
673,Female,66,Health,Mass Customer,No,13.0,NSW,8,51.0,5
674,Male,36,Health,High Net Worth,No,11.0,NSW,8,42.0,8
675,Male,57,N/A,Affluent Customer,Yes,6.0,NSW,10,54.0,6
676,Male,25,Entertainment,Mass Customer,No,10.0,QLD,7,33.0,4
677,Female,90,Manufacturing,High Net Worth,Yes,1.0,VIC,7,24.0,3
678,Female,16,IT,Affluent Customer,Yes,16.0,NSW,6,48.0,3
679,Male,67,Financial Services,Mass Customer,No,4.0,NSW,3,30.0,8
680,Male,18,Health,Mass Customer,Yes,8.0,QLD,5,64.0,6
681,Female,72,N/A,Mass Customer,No,8.0,NSW,12,60.0,3
682,Female,66,Property,Mass Customer,No,15.0,NSW,6,53.0,5
683,Female,49,Health,Mass Customer,No,4.0,NSW,11,21.0,10
684,Male,48,Retail,High Net Worth,No,14.0,NSW,10,56.0,4
685,Male,44,Financial Services,High Net Worth,Yes,5.0,VIC,1,30.0,6
686,Male,97,N/A,Mass Customer,Yes,7.0,VIC,9,47.0,6
687,Female,31,IT,Mass Customer,Yes,10.0,VIC,3,33.0,3
688,Female,83,Financial Services,Mass Customer,Yes,5.0,VIC,9,40.0,5
689,Male,76,Retail,High Net Worth,Yes,13.0,NSW,8,50.0,7
690,Female,60,N/A,Affluent Customer,No,7.0,VIC,7,48.0,4
691,Female,22,IT,Mass Customer,No,14.0,NSW,9,59.0,8
692,Female,34,N/A,Mass Customer,Yes,4.0,VIC,6,25.0,4
693,Male,12,Manufacturing,High Net Worth,Yes,15.0,NSW,10,56.0,10
694,Male,50,N/A,Mass Customer,No,6.0,NSW,9,52.0,3
695,Female,31,Health,Mass Customer,No,11.0,NSW,7,40.0,6
696,Male,65,Manufacturing,Mass Customer,Yes,11.0,NSW,9,43.0,6
697,Female,38,Manufacturing,Mass Customer,Yes,7.0,QLD,11,42.0,8
698,Male,2,Retail,Mass Customer,No,14.0,QLD,1,66.0,8
699,Male,67,Retail,Affluent Customer,No,6.0,NSW,10,88.0,10
700,Female,84,N/A,Affluent Customer,Yes,1.0,VIC,8,27.0,7
701,Male,69,IT,Mass Customer,No,5.0,NSW,9,64.0,5
702,Female,41,Health,Mass Customer,Yes,6.0,NSW,9,57.0,8
703,Male,7,Financial Services,Mass Customer,Yes,4.0,NSW,8,45.0,8
704,Male,61,Health,High Net Worth,Yes,19.0,QLD,8,55.0,11
705,Female,69,Health,Mass Customer,Yes,10.0,NSW,8,42.0,3
706,Male,98,Manufacturing,Mass Customer,No,3.0,VIC,3,41.0,6
707,Male,60,Financial Services,Mass Customer,Yes,8.0,VIC,6,63.0,9
708,Female,30,Health,Affluent Customer,No,11.0,VIC,9,46.0,10
709,Male,42,N/A,Mass Customer,No,14.0,VIC,10,52.0,7
710,Female,57,N/A,Mass Customer,No,6.0,NSW,9,50.0,5
711,Female,71,Financial Services,Mass Customer,No,5.0,NSW,11,53.0,5
712,Male,25,Manufacturing,Mass Customer,No,13.0,NSW,10,46.0,10
713,Male,34,Retail,Affluent Customer,No,11.0,NSW,10,40.0,3
714,Male,33,Financial Services,Mass Customer,Yes,11.0,NSW,7,55.0,4
715,Male,41,N/A,High Net Worth,No,8.0,VIC,5,46.0,6
716,Female,75,N/A,Mass Customer,No,16.0,QLD,2,37.0,7
717,Female,51,Argiculture,Mass Customer,Yes,9.0,QLD,5,35.0,8
718,Male,36,Manufacturing,Mass Customer,No,8.0,VIC,11,55.0,10
719,Male,9,Financial Services,Affluent Customer,No,6.0,QLD,2,26.0,4
720,Female,16,N/A,Mass Customer,No,11.0,QLD,9,41.0,5
721,Male,55,Manufacturing,Mass Customer,No,15.0,NSW,9,54.0,6
722,Male,89,Financial Services,Mass Customer,Yes,13.0,NSW,10,39.0,5
723,Male,54,Manufacturing,Affluent Customer,Yes,14.0,VIC,11,43.0,5
724,Female,84,Manufacturing,Mass Customer,Yes,13.0,QLD,5,42.0,4
725,Male,47,N/A,Affluent Customer,Yes,17.0,VIC,8,56.0,6
726,Female,91,N/A,Mass Customer,No,7.0,NSW,11,42.0,2
727,Female,51,Financial Services,High Net Worth,No,7.0,NSW,9,39.0,9
728,Male,47,Argiculture,Mass Customer,No,19.0,VIC,12,48.0,9
